eventname,moviename,parkname,zipcode,startdate,enddate,eventurl,parkurl,community,movieclosedcaption,movierating,location_1
Night Out: Movies in the Parks at Horner,When the Game Stands Tall,Horner Park,60618.0,2015-06-20T20:30:00.000,2015-06-20T22:15:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Horner2/,http://www.chicagoparkdistrict.com/parks/Horner-Park/,Irving Park,Yes,PG,"2741 W. Montrose Ave. Chicago IL 60618
Chicago, IL 60618
(41.96125412, -87.69841003)"
Night Out: Movies in the Parks at Kelly,Despicable Me 2,Kelly Park,60632.0,2015-08-06T20:30:00.000,2015-08-06T22:08:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kelly1/,http://www.chicagoparkdistrict.com/parks/Kelly-Park/,Brighton Park,Yes,PG,"2725 W. 41st St. Chicago IL 60632
Chicago, IL 60632
(41.81906128, -87.69380951)"
Night Out: Movies in the Parks at Bessemer,Amazing Spider Man,Bessemer Park,60617.0,2015-06-18T20:00:00.000,2015-06-18T22:00:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Bessemer/,http://www.chicagoparkdistrict.com/parks/Bessemer-Park/,South Chicago,,PG-13,"8930 S Muskegon Ave Chicago, IL 60617
Chicago, IL 60617
(41.73311615, -87.55547333)"
Night Out: Movies in the Parks at Montgomery Ward,Groundhog Day,"Ward, A. Montgomery Park",60606.0,2015-07-14T20:30:00.000,2015-07-14T22:11:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Montgomery-Ward16/,http://www.chicagoparkdistrict.com/parks/Ward-A-Montgomery-Park/,Near North Side,Yes,PG,"630 N. Kingsbury St. Chicago IL 60606
Chicago, IL 60606
(41.89364243, -87.64193726)"
Night Out: Movies in the Parks at Wrightwood,The Hobbit: The Battle of the Five Armies,Wrightwood Park,60614.0,2015-08-21T20:00:00.000,2015-08-21T22:24:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wrightwood2/,http://www.chicagoparkdistrict.com/parks/Wrightwood-Park/,Lincoln Park,Yes,PG-13,"2534 N Greenview Ave Chicago, IL 60614
Chicago, IL 60614
(41.92774582, -87.66582489)"
Night Out: Movies in the Parks at Avondale,The Pacifier,Avondale Park,60618.0,2015-07-07T20:30:00.000,2015-07-07T22:05:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Avondale1/,http://www.chicagoparkdistrict.com/parks/Avondale-Park/,Avondale,,PG,"3516 W School St Chicago, IL 60618
Chicago, IL 60618
(41.94095993, -87.71347809)"
Night Out: Movies in the Parks at Normandy,Jumanji,Normandy Playground Park,60638.0,2015-07-16T20:30:00.000,2015-07-16T22:14:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Normandy2/,http://www.chicagoparkdistrict.com/parks/Normandy-Playground-Park/,Garfield Ridge,Yes,PG,"6660 W. 52nd St. Chicago IL 60638
Chicago, IL 60638
(41.79777908, -87.78858948)"
Night Out: Movies in the Parks at Armour Square,Frozen,Armour Square Park,60616.0,2015-08-22T20:00:00.000,2015-08-22T21:48:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Armour-Square4/,http://www.chicagoparkdistrict.com/parks/Armour-Square-Park/,Armour Square,Yes,PG,"3309 S Shields Ave Chicago, IL 60616
Chicago, IL 60616
(41.83438492, -87.63520813)"
Night Out: Movies in the Parks at Eckhart,Back to the Future,Eckhart Park,60642.0,2015-08-16T20:00:00.000,2015-08-16T21:56:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Eckhart1/,http://www.chicagoparkdistrict.com/parks/Eckhart-Park/,West Town,Yes,PG,"1330 W. Chicago Ave. Chicago IL 60642
Chicago, IL 60642
(41.89619446, -87.66043091)"
Night Out: Movies in the Parks at Rutherford Sayre,Paddington,Rutherford Sayre Park,60635.0,2015-06-26T20:30:00.000,2015-06-26T22:05:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Rutherford-Sayre2/,http://www.chicagoparkdistrict.com/parks/Rutherford-Sayre-Park/,Montclare,,,"6871 W. Belden Ave. Chicago IL 60635
Chicago, IL 60635
(41.92081833, -87.79712677)"
Night Out: Movies in the Parks at Bartelme,Maleficent,"Bartelme, Mary Park",60607.0,2015-06-30T20:30:00.000,2015-06-30T22:07:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Bartelme3/,http://www.chicagoparkdistrict.com/parks/Bartelme-Mary-Park/,Near West Side,Yes,PG,"115 S Sangamon St Chicago, IL 60607
Chicago, IL 60607
(41.88024521, -87.65080261)"
Night Out: Movies in the Parks at White (WB),The Lego Movie,White (Willye B.) Park,60626.0,2015-08-26T20:00:00.000,2015-08-26T21:40:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-White-WB/,http://www.chicagoparkdistrict.com/parks/white-willye-b-park/,Rogers Park,Yes,PG,"1610 W. Howard Chicago IL 60626
Chicago, IL 60626
(42.01991653, -87.67008972)"
Night Out: Movies in the Parks at Ridge,Dolphin Tale 2,Ridge Park,60643.0,2015-06-19T20:30:00.000,2015-06-19T22:17:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ridge1/,http://www.chicagoparkdistrict.com/parks/Ridge-Park/,Beverly,Yes,PG,"9625 S. Longwood Dr., Chicago IL 60643
Chicago, IL 60643
(41.71934128, -87.6676712)"
Night Out: Movies in the Parks at Portage,Big Hero 6,Portage Park,60641.0,2015-07-29T20:30:00.000,2015-07-29T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Portage2/,http://www.chicagoparkdistrict.com/parks/Portage-Park/,Portage Park,,PG,"4100 N Long Ave Chicago, IL 60641
Chicago, IL 60641
(41.95508957, -87.76216125)"
Night Out: Movies in the Parks at Rosenblum,Maleficent,Rosenblum Park,60617.0,2015-08-30T20:00:00.000,2015-08-30T21:37:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Rosenblum/,http://www.chicagoparkdistrict.com/parks/Rosenblum-Park/,South Chicago,Yes,PG,"7547 S. Euclid Ave. Chicago IL 60617
Chicago, IL 60617
(41.74887085, -87.57470703)"
Night Out: Movies in the Parks at Kells,The Croods,Kells Playground Park,60624.0,2015-07-22T20:30:00.000,2015-07-22T22:08:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kells/,http://www.chicagoparkdistrict.com/parks/Kells-Playground-Park/,Humboldt Park,Yes,PG,"3201 W. Chicago Ave. Chicago IL 60624
Chicago, IL 60624
(41.89552689, -87.7065506)"
Night Out: Movies in the Parks at Hiawatha,The Goonies,Hiawatha Park,60634.0,2015-07-19T20:30:00.000,2015-07-19T22:24:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Hiawatha/,http://www.chicagoparkdistrict.com/parks/Hiawatha-Park/,Dunning,Yes,PG,"8029 W. Forest Preserve Dr. Chicago IL 60634
Chicago, IL 60634
(41.94418716, -87.82727814)"
Night Out: Movies in the Parks at Meyering,X-Men: Days of Future Past,Meyering Playground Park,60619.0,2015-08-07T20:00:00.000,2015-08-07T22:11:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Meyering2/,http://www.chicagoparkdistrict.com/parks/Meyering-Playground-Park/,Greater Grand Crossing,Yes,PG-13,"7140 S. Martin Luther King Dr. Chicago IL 60619
Chicago, IL 60619
(41.76466751, -87.61575317)"
Night Out: Movies in the Parks at Chase,Footloose,Chase Park,60640.0,2015-06-25T20:30:00.000,2015-06-25T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chase2/,http://www.chicagoparkdistrict.com/parks/Chase-Park/,Uptown,,PG,"4701 N. Ashland Ave. Chicago IL 60640
Chicago, IL 60640
(41.96714783, -87.66930389)"
Night Out: Movies in the Parks at Bartelme,Jurassic Park,"Bartelme, Mary Park",60607.0,2015-08-04T20:00:00.000,2015-08-04T22:07:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Bartelme4/,http://www.chicagoparkdistrict.com/parks/Bartelme-Mary-Park/,Near West Side,Yes,PG-13,"115 S Sangamon St Chicago, IL 60607
Chicago, IL 60607
(41.88024521, -87.65080261)"
Night Out: Movies in the Parks at Webster,Paddington,Daniel Webster Park,60605.0,2015-07-21T20:30:00.000,2015-07-21T22:05:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Webster2/,http://www.chicagoparkdistrict.com/parks/daniel-webster-park/,Near South Side,Yes,PG,"1401 S Indiana Ave Chicago, IL 60605
Chicago, IL 60605
(41.86395645, -87.62201691)"
Night Out: Movies in the Parks at H Washington,Singin' in the Rain,Harold Washington Playlot Park,60615.0,2015-08-18T20:00:00.000,2015-08-18T21:43:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-H-Washington/,http://www.chicagoparkdistrict.com/parks/Harold-Washington-Playlot-Park/,Hyde Park,Yes,G,"5200 S. Hyde Park Blvd. Chicago IL 60615
Chicago, IL 60615
(41.80065536, -87.58443451)"
Night Out: Movies in the Parks at Wicker,Dead Poets Society,Wicker Park,60622.0,2015-08-27T20:00:00.000,2015-08-27T22:08:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wicker11/,http://www.chicagoparkdistrict.com/parks/Wicker-Park/,West Town,Yes,PG,"1425 N. Damen Avenue Chicago IL 60622
Chicago, IL 60622
(41.90821838, -87.67736053)"
Night Out: Movies in the Parks at Wicker,Mrs. Doubtfire,Wicker Park,60622.0,2015-07-09T20:30:00.000,2015-07-09T22:35:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wicker8/,http://www.chicagoparkdistrict.com/parks/Wicker-Park/,West Town,,,"1425 N. Damen Avenue Chicago IL 60622
Chicago, IL 60622
(41.90821838, -87.67736053)"
Night Out: Movies in the Parks at Olympia,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Olympia Park,60631.0,2015-06-24T20:00:00.000,2015-06-24T21:20:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Olympia1/,http://www.chicagoparkdistrict.com/parks/Olympia-Park/,Edison Park,,PG,"6566 N. Avondale Ave. Chicago IL 60631
Chicago, IL 60631
(41.99970245, -87.81498718)"
Night Out: Movies in the Parks at Adams Playground,A Bug's Life,Adams Playground Park,60614.0,2015-08-11T20:15:00.000,2015-08-11T21:50:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Adams-Playground/,http://www.chicagoparkdistrict.com/parks/Adams-Playground-Park/,Lincoln Park,,G,"1919 N Seminary Ave Chicago, IL 60614
Chicago, IL 60614
(41.91665268, -87.65535736)"
Night Out: Movies in the Parks at Harrison,Frozen,Harrison Park,60608.0,2015-08-13T20:00:00.000,2015-08-13T21:48:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Harrison7/,http://www.chicagoparkdistrict.com/parks/Harrison-Park/,Lower West Side,Yes,PG,"1824 S. Wood St. Chicago IL 60608
Chicago, IL 60608
(41.85699081, -87.67106628)"
Night Out: Movies in the Parks at Ellis,The Boxtrolls,Ellis (Samuel) Park,60653.0,2015-07-02T20:30:00.000,2015-07-02T22:06:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ellis6/,http://www.chicagoparkdistrict.com/parks/ellis-samuel-park/,Douglas,Yes,PG,"535 E. 35th St. Chicago IL 60653
Chicago, IL 60653
(41.82777786, -87.60858154)"
Night Out: Movies in the Parks at West Lawn,UP,West Lawn Park,60629.0,2015-08-04T20:30:00.000,2015-08-04T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-West-Lawn3/,http://www.chicagoparkdistrict.com/parks/West-Lawn-Park/,West Lawn,,PG,"4233 W. 65th St. Chicago IL 60629
Chicago, IL 60629
(41.77493286, -87.72831726)"
Night Out: Movies in the Parks at Montgomery Ward,The Fugitive,"Ward, A. Montgomery Park",60606.0,2015-07-28T20:30:00.000,2015-07-28T22:40:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Montgomery-Ward17/,http://www.chicagoparkdistrict.com/parks/Ward-A-Montgomery-Park/,Near North Side,Yes,PG-13,"630 N. Kingsbury St. Chicago IL 60606
Chicago, IL 60606
(41.89364243, -87.64193726)"
Night Out: Movies in the Parks at Independence,Back to the Future Part II,Independence Park,60618.0,2015-06-12T20:30:00.000,2015-06-12T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Independence1/,http://www.chicagoparkdistrict.com/parks/Independence-Park/,Irving Park,,PG,"3945 N. Springfield Ave. Chicago IL 60618
Chicago, IL 60618
(41.95268631, -87.72504425)"
Night Out: Movies in the Parks at West Pullman,Get On Up,West Pullman Park,60628.0,2015-07-23T20:30:00.000,2015-07-23T22:49:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-West-Pullman2/,http://www.chicagoparkdistrict.com/parks/West-Pullman-Park/,West Pullman,Yes,PG-13,"401 W. 123rd St. Chicago IL 60628
Chicago, IL 60628
(41.67062378, -87.63065338)"
